효담칼국수 닭한마리 명동본점	음식점>한식	서울특별시 중구 명동3길 12	1269836320	375642444
황생가칼국수	한식>칼국수,만두	서울특별시 종로구 북촌로5길 78	1269806900	375801317
대련집	한식>칼국수,만두	서울특별시 종로구 종로16길 37	1269889029	375683895
종가만두	한식>칼국수,만두	서울특별시 종로구 수표로 88	1269896787	375689062
신라제면 안국점	한식>국수	서울특별시 종로구 계동길 19-6	1269862338	375782217
을지깐깐	음식점>베트남음식	서울특별시 중구 을지로12길 12	1269910634	375657466
뎁짜이 대학로점	음식점>베트남음식	서울특별시 종로구 대학로11길 41-4	1269992354	375823969
대성성 서순라길	음식점>베트남음식	서울특별시 종로구 율곡로10길 25-3	1269912236	375764860
타마린드 디타워점	음식점>베트남음식	서울특별시 종로구 종로3길 17	1269789694	375710184
서촌 깜온 본점	음식점>베트남음식	서울특별시 종로구 자하문로2길 18	1269736913	375764402
그리너 남대문점	도시락,컵밥>다이어트,샐러드	서울특별시 중구 남대문로 6	1269764084	375603412
언더랩 샐러드&포케	도시락,컵밥>다이어트,샐러드	서울특별시 종로구 새문안로3길 30	1269733705	375727373
훅트포케 을지로점	도시락,컵밥>다이어트,샐러드	서울특별시 중구 삼일대로12길 18	1269887654	375666400
폴인포케 서울시청점	도시락,컵밥>다이어트,샐러드	서울특별시 중구 남대문로1길 30	1269775280	375623366
올라포케 광화문점	도시락,컵밥>다이어트,샐러드	서울특별시 종로구 새문안로5길 19	1269743109	375720320
다담정식	음식점>한식	서울특별시 종로구 청계천로 35	1269813961	375694054
한솔식당	음식점>한식	서울특별시 종로구 청계천로 35	1269813282	375692701
돈맛꿀	한식>국밥	서울특별시 종로구 수표로22길 2	1269895649	375710740
우메돈	음식점>일식>돈가스	서울특별시 중구 충무로 31	1269927585	375640129
모모야 동대문 DDP점	음식점>일식>돈가스	서울특별시 중구 을지로 281	1270098129	375675604
도우또 을지로	음식점>일식>일식당	서울특별시 중구 을지로18길 42	1269940415	375647071
원조남산왕돈까스 명동본점	음식점>일식>돈가스	서울특별시 중구 명동7길 21	1269836914	375647491
부자돈까스	음식점>일식>돈가스	서울특별시 중구 수표로 30	1269903115	375638108
뽁 현대아울렛 동대문점	분식>김밥	서울특별시 중구 장충단로13길 20	1270075065	375688780
김가네 동대문디자인플라자점	음식점>분식	서울특별시 중구 을지로 281	1270097353	375668269
싸다김밥 을지로입구역점	음식점>분식	서울특별시 중구 명동3길 44	1269836405	375656326
싸다김밥 동대문2호점	음식점>분식	서울특별시 중구 장충단로13길 11	1270080607	375678270
낭만김밥	분식>김밥	서울특별시 중구 명동7길 21	1269836819	375648932
더 시옷	음식점>양식	서울특별시 중구 수표로 30	1269903062	375638355
20 어클락 모먼트	음식점>양식	서울특별시 중구 창경궁로5길 5	1269977467	375670765
라칸티나	음식점>이탈리아음식	서울특별시 중구 을지로 19	1269800349	375662396
지금 여기가 맨 앞	음식점>이탈리아음식	서울특별시 중구 을지로20길 16	1269952612	375656852
필동함박 을지로점 오무야	음식점>스테이크,립	서울특별시 중구 마른내로 50-1	1269933514	375641984
전라도밥상	음식점>한식	서울특별시 구로구 디지털로26길 111	1268967482	374825770
우리집	한식>육류,고기요리	서울특별시 구로구 디지털로27나길 10-6	1268918551	374838980
김삼보	음식점>한식	서울특별시 구로구 디지털로34길 55	1268994585	374841594
대선식당	음식점>한식	서울특별시 구로구 디지털로26길 111	1268973399	374822608
우리순대국	한식>순대,순댓국	서울특별시 구로구 디지털로32가길 25	1268989356	374821622
정남옥 구로디지털지점	한식>순대,순댓국	서울특별시 구로구 디지털로33길 27	1268948476	374861987
박순자아우내순대 구로점	한식>순대,순댓국	서울특별시 구로구 디지털로31길 38-9	1268930324	374859375
순배순대국	한식>순대,순댓국	서울특별시 구로구 디지털로30길 31	1268962354	374827498
중화백반	중식>중식당	서울특별시 구로구 디지털로34길 55	1268994585	374841594
안사부 구로디지털단지점	중식>중식당	서울특별시 구로구 디지털로31길 38-9	1268929972	374858831
스시비쇼쿠	음식점>일식>초밥,롤	서울특별시 구로구 디지털로34길 55	1268992567	374837235
스시메이진 구로	음식점>일식,초밥뷔페	서울특별시 구로구 디지털로 300	1268969015	374853352
행복한점	음식점>일식>초밥,롤	서울특별시 구로구 디지털로31길 120	1268907405	374888053
최우영스시	음식점>일식>초밥,롤	서울특별시 구로구 디지털로 288	1268953657	374837318
마쓰이 슈퍼회전초밥	음식점>일식>초밥,롤	서울특별시 구로구 디지털로34길 27	1268982231	374854726
흥도식당 구로디지털단지점	음식점>일식>돈가스	서울특별시 구로구 디지털로26길 123	1268978988	374831102
호코 구로직영점	음식점>일식>일식당	서울특별시 구로구 디지털로 272	1268944086	374824913
우동키노야 구로디지털단지점	음식점>일식>우동,소바	서울특별시 구로구 디지털로 300	1268964111	374850096
돈까스브로스 구로디지털단지점	음식점>일식>돈가스	서울특별시 구로구 디지털로 288	1268953657	374837318
오방김밥 구로디지털단지점	분식>종합분식	서울특별시 구로구 디지털로26길 43	1268947525	374808511
즐겨찾기	분식>떡볶이	서울특별시 구로구 디지털로31길 81	1268913129	374863684
청담동마녀김밥 구로디지털점	음식점>분식	서울특별시 구로구 디지털로34길 55	1268989381	374843021
진김밥	분식>김밥	서울특별시 구로구 도림천로 477	1269014661	374852137
식물원김밥 구로디지털단지점	분식>김밥	서울특별시 구로구 디지털로34길 43	1268988405	374851514
고향 엄마손 생바지락 칼국수 구로디지털직영점	한식>칼국수,만두	서울특별시 구로구 디지털로 306	1268977359	374859916
오백국수 구로디지털점	음식점>한식>국수	서울특별시 구로구 디지털로32길 87	1269000838	374832392
오시오칼국수	한식>칼국수,만두	서울특별시 구로구 디지털로 243	1268925690	374820007
청년38국수 구로점	한식>국수	서울특별시 구로구 디지털로31길 53	1268924235	374854891
효자동쌀국수미	음식점>베트남음식	서울특별시 구로구 시흥대로163길 33	1268981795	374818419
벳남미식 구디직영점	음식점>베트남음식	서울특별시 구로구 디지털로 272	1268948389	374827804
원포 구로디지털단지점	음식점>베트남음식	서울특별시 구로구 디지털로 288	1268953754	374838432
포비엣베트남쌀국수	음식점>베트남음식	서울특별시 구로구 디지털로33길 27	1268950954	374860865
호앙비엣 구로디지털단지역 직영점	음식점>베트남음식	서울특별시 구로구 시흥대로 559	1269012340	374831081
헤비스테이크 구로디지털단지점	음식점>양식	서울특별시 구로구 디지털로26길 110	1268976790	374820769
핏짜피자 구로점	음식점>피자	서울특별시 구로구 디지털로31길 81	1268912735	374863568
제비파스타&리조또 구로디지털단지점	음식점>양식	서울특별시 구로구 시흥대로163길 12	1268993185	374816789
훅트포케 구로디지털단지점	도시락,컵밥>다이어트,샐러드	서울특별시 구로구 디지털로29길 38	1268933085	374844181
그린테이블 구디점	도시락,컵밥>다이어트,샐러드	서울특별시 구로구 디지털로34길 55	1268994585	374841594
Poke all day 포케&샐러드 구로점	도시락,컵밥>다이어트,샐러드	서울특별시 구로구 디지털로26길 5	1268936088	374818920
